artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.479308459,ARS1OWB1187B99EEAD,The New York Dolls,punk,1.0,0.877,0.12284,0.877,0.12284,344.05832,0.068,0.717670525,11.0,0.425,37.15735675013362,"New York, NY",-63.933357868519515,-9.253,1,0.486,74655,Too Much Too Soon,AR9B5JX1187FB55D84,0.561692411,SOGKIWV12A6D4F86C4,335.029,0.56,0.12284,154.953,glam rock,0.998786077,1.0,0.0,Human Being,1974
0.427914247,ARGMXQW1187FB54C34,Eliane Elias,brazilian,1.0,0.068,2.90946,0.675,0.14772,251.42812,0.071,0.669726188,7.0,0.391,-23.56287,"Sao Paulo, Brazil",-46.65466,-12.009,1,0.319,322532,Bossa Nova Stories,ARCXKY91187B9ACA99,0.43483809,SOPHYIS12AAF3B35A3,237.598,0.228,0.14772,86.091,brazilian jazz,1.0,5.0,0.551,The More I See You,2009
0.412240601,AROEL1B1187B988B90,Lost Boyz,american,1.0,0.267,0.34237,1.0,0.34237,269.7922,0.218,0.569741152,7.0,0.715,37.15735675013362,"South Jamaica, Queens",-63.933357868519515,-11.043,1,0.614,14592,Love_ Peace & Nappiness,ARE352A1187FB40607,0.405115722,SOFHBAR12A6701D0FE,257.416,0.466,0.34237,90.218,gangster rap,1.0,4.0,1.0,Certain Things We Do,1997
0.40439264,AR8W8DN1187FB35ED0,The Germs,los angeles,1.0,0.276,0.05314,0.276,0.05314,206.05342,0.0,0.640048357,11.0,0.641,34.05349,"Los Angeles, CA",-118.24532,-11.506,0,0.597,515081,Germicide,ARNFTGS1187B9A465F,,SOCPRKM12AB018A2FD,206.053,0.48,0.05314,133.144,rock,1.0,1.0,0.0,Forming,1977
0.383475745,ARUWLCL1187FB549B8,Yamandu Costa,,0.0,0.599,0.31943,0.462,0.02559,190.04036,0.0,0.397772876,2.0,0.105,37.15735675013362,Not available,-63.933357868519515,-14.179,1,0.433,765750,MafuA!,AR9RJJI1187B9930AB,,SOFGHAM12AB0186412,176.924,0.626,0.02559,205.317,brazilian jazz,1.0,4.0,0.0,MafuA!,0
0.500691341,AR3793X1187FB50CB3,Chris Rea,rock,1.0,0.386,0.42366,0.0,0.0889,241.162,0.549,0.643182773,9.0,0.222,37.15735675013362,"Middlesbrough, England",-63.933357868519515,-8.531,1,0.403,17220,The Road To Hell Part 2,ARFWLXM1187B9B5EE5,0.767727748,SODHVES12A6701CE6B,230.342,0.587,0.0889,180.149,soft rock,0.961375214,4.0,0.0,Driving Home For Christmas,1986
0.338414819,ARINEWW1187FB5577E,Perrey And Kingsley,,0.0,0.102,0.49054,0.0,0.49054,122.64444,0.99,0.411421048,0.0,0.61,37.15735675013362,Not available,-63.933357868519515,-8.541,0,0.489,617077,Vanguard Visionaries,ARMNSQF1187FB57CB7,0.43483809,SOXIATP12AAF3B2184,109.627,0.411,0.05812,102.538,easy listening,0.947930118,4.0,0.869,Spooks In Space,1966
0.523699078,ARDGB6U1187FB3AD07,Eurythmics,british,2.0,0.453,8.99358,0.777,2.31778,207.0722,2.583,0.75100762,0.0,0.442,51.50632,"London, England",-0.12714,-6.629,1,0.371,278999,Be Yourself Tonight,ARGE7G11187FB37E05,0.38293509,SOGNQWU12A8AE4868F,202.757,0.516,2.31778,84.164,dance rock,0.947914829,4.0,0.853,Tous Les GarASSons Et Les Filles,1985
0.383524247,AR2J2WF1187FB46271,Francis Dunnery,,0.0,0.008,1.1612,0.379,0.67535,300.79955,0.0,0.54858513,7.0,0.666,54.48303,"Egremont, Cumbria, England",-3.53444,-13.33,1,0.658,19601,Hometown 2001,ARL2M1Y1187FB3A940,0.610474258,SOYQOFI12A6D4F76E1,298.347,0.249,0.42142,124.175,singer-songwriter,1.0,4.0,0.698,Too Much Saturn,1995
0.481655862,ARUI8651187B9ACF52,John Cale,british,2.0,0.632,0.02909,0.632,0.02909,228.46649,0.0,0.749317801,7.0,0.458,37.15735675013362,"Garnant, Wales",-63.933357868519515,-12.412,1,0.602,38599,Eat / Kiss: Music For The Films By Andy Warhol,AR3I2HS1187B9AC3BB,0.226555314,SOVOLGY12A6D4F822B,228.466,0.513,0.02909,137.004,experimental rock,1.0,1.0,0.0,Movement 4 [from Kiss] (Album Version),1997
0.380704536,AR89DTT1187B9A7ED5,Suzanne Ciani,instrumental,1.0,0.114,0.96617,0.526,0.3834,239.59465,0.311,0.631946666,7.0,0.527,37.77916,California - SF,-122.42005,-21.552,1,0.613,619882,The Ultimate Most Relaxing New Age Piano in the Universe,ARBN7GR1187FB531FD,0.415983118,SOMZCVH12AB0182B8E,236.507,0.488,0.08155,106.33,meditation,0.920584126,4.0,0.526,Stream,0
0.396855869,ARMD0G81187B99A519,Vickie Winans,,0.0,0.572,1.06091,0.601,0.50472,228.93669,0.338,0.653937821,11.0,0.172,37.15735675013362,Not available,-63.933357868519515,-8.686,0,0.369,618615,Classic Gold: Best of All,ARXJJSN1187B98CB37,,SONXJBL12AAF3B2C0C,219.574,0.275,0.22871,107.961,ccm,1.0,4.0,1.0,Make Me Over,0
0.45755391,AR0VZWC1187B99BA57,The Berzerker,grindcore,1.0,0.234,0.38387,0.0,0.38387,165.61587,2.171,0.668370612,1.0,0.108,-37.81753,"Melbourne, Australia",144.96715,-6.222,1,0.256,681639,The Berzerker,AR3FOFE1187FB3E18A,0.0,SOYWZTU12AB0180E26,165.616,0.115,0.21142,174.287,speedcore,0.932857594,3.0,0.132,Deform (live),2000
0.788805935,ARF2EHS1187B994F4E,Kings Of Leon,american,2.0,0.109,1.18583,1.0,0.15226,187.92444,0.328,0.845768866,0.0,0.612,36.16778,"Nashville, Tennessee",-86.77836,-5.907,1,0.735,449471,Holy Roller Novocaine,AR3KUCG1187B9A0BEA,0.685940227,SOLGHDZ12AB0183B11,180.344,0.784,0.15226,116.823,southern rock,1.0,4.0,0.347,Wicker Chair,2003
0.30004649,ARZKRD01187FB45FD2,Edith Lefel,,0.0,0.018,1.1958,0.611,0.01968,276.50567,0.299,0.407455644,0.0,0.29,37.15735675013362,Not available,-63.933357868519515,-4.638,1,0.389,321356,Jeux de dames_ vol. 1 (rA(c)alisation Ronald Rubinel),ARTIJDU1187FB589E2,0.0,SOTNTNJ12AAA15FBD6,261.956,0.656,0.01968,101.972,zouk,1.0,4.0,1.0,An ti chans',0
0.189314878,ARK4H5K1187B992F74,Taras,,0.0,0.084,0.89225,0.907,0.41788,200.25424,0.0,0.460171324,11.0,0.056,37.15735675013362,Not available,-63.933357868519515,-5.884,0,0.283,530141,I Will Love Again,ARTUIKS1187B992F70,,SOXZXXV12AAF3B3A67,194.844,0.582,0.1801,127.97,trance,1.0,4.0,0.0,I Will Love Again (JJ's Club Radio),0
0.554291489,AR06EB01187FB40150,NOFX,american,3.0,0.081,0.76754,0.644,0.29609,144.50893,0.237,0.778816717,4.0,0.093,37.15735675013362,"Berkeley, CA",-63.933357868519515,-7.787,0,0.423,104765,White Trash ......,ARHJFFY1187B98BA76,0.671236027,SOPIKEG12A58291636,140.057,0.829,0.0586,152.622,punk,1.0,4.0,0.358,Stickin In My Eye,1992
0.26803784,ARKPDBH1242077DEB1,Murskahumppa,,0.0,0.668,0.1737,0.635,0.1737,285.17832,0.0,0.435889847,7.0,0.379,37.15735675013362,Not available,-63.933357868519515,-8.488,1,0.401,695158,Murskapunkkia,ARGD3MR1187B98E5A1,,SOIRNBO12AC468D207,275.853,0.303,0.1737,110.787,suomi rock,1.0,3.0,1.0,Ota kiinni,0
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,1.0,0.393,1.74155,0.872,0.67947,246.69995,0.322,0.711165787,7.0,0.161,37.15735675013362,Not available,-63.933357868519515,-9.603,1,0.205,509770,CanciA3n Animal,ARL3VGT1187FB40E8E,0.62616576,SOSBDSF12AB0189007,224.049,0.399,0.42263,112.903,rock,1.0,4.0,1.0,Entre CanAbales,1990
0.30045446,ARRC2JF1187B9B6A93,Bruce Rowland,,0.0,0.066,0.36508,0.948,0.36508,84.03546,0.328,0.443162398,7.0,0.469,-24.9162,AUSTRALIA,133.39311,-26.266,1,0.591,223779,The Man from Snowy River,ARA1WSX1187B990212,0.0,SOIJXXM12A8C1416D6,75.79,0.386,0.11188,115.642,easy listening,1.0,4.0,0.44,Rosemary Recalls,1985
0.266275286,ARNIFX51187FB418EA,Xcultures,,0.0,0.023,1.21595,1.0,0.25377,273.52771,2.177,0.400433514,1.0,0.652,37.15735675013362,Not available,-63.933357868519515,-6.305,1,0.694,466577,One World One People,AREI7EO1187B98BE33,0.199238262,SOHMMMC12AB0181C42,268.893,0.641,0.25377,125.013,gabba,0.942755424,4.0,1.0,Sudanese Dance,2000
0.337507289,ARCCRTI11F4C845308,White Heart,,0.0,0.0,0.36873,0.443,0.36873,298.84036,19.093,0.477364753,5.0,0.596,37.15735675013362,Not available,-63.933357868519515,-9.998,1,0.567,148547,Tales Of Wonder,ARIYJXD1187B98C70E,0.265861049,SOVJXVJ12A8C13517D,289.46,0.0,0.16818,113.277,ccm,1.0,4.0,0.872,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,ARNVH8S1187FB52F86,Heavy D / McGruff,,0.0,0.036,0.98426,0.883,0.36334,161.38404,0.165,0.617870116,5.0,0.665,18.11526,"Jamaica, West Indies",-77.27348,-9.161,0,0.606,423012,Waterbed Hev,ARX1QYS1187B9A1F82,0.237733942,SOFZCTA12AB0188D8F,161.384,0.262,0.05327,96.979,pop rap,0.892334368,4.0,0.895,Wanna Be A Player,1997
0.579988982,ARNLO5S1187B9B80CC,Van Halen,classic pop and rock,1.0,0.812,0.34761,0.812,0.34761,209.29261,0.0,0.744641246,8.0,0.455,37.15735675013362,"Pasadena, CA",-63.933357868519515,-4.865,1,0.48,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.82448213,SOLRYQR12A670215BF,206.623,0.775,0.14268,140.995,heavy metal,0.999932033,1.0,0.41,Panama (Remastered Album Version),0
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,pop and chart,1.0,0.933,1.1904,0.692,0.63902,229.61587,0.0,0.845601887,11.0,0.205,37.15735675013362,"Los Angeles, CA",-63.933357868519515,-4.882,0,0.332,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARV4KO21187FB38008,0.624425493,SOCHRXB12A8AE48069,213.664,0.41,0.36332,105.206,hip hop,1.0,4.0,1.0,Let's Get It Started,2004
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,7.0,0.018,1.76242,1.0,0.80838,426.89261,0.286,0.905776889,0.0,0.05,41.50471,"Cleveland, OH",-81.69074,-12.951,0,0.395,15567,Things Falling Apart,ARC4K2E1187B9B6FDA,0.635536649,SOKBBXO12A6701DEA0,399.9,1.0,0.33137,63.017,industrial metal,0.999945289,4.0,0.378,Metal,2000
0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,2.0,0.023,0.85641,0.277,0.44094,269.26975,3.889,0.694021648,9.0,0.052,37.15735675013362,Not available,-63.933357868519515,-11.751,0,0.142,413222,Your Funeral... My Trial (2009 Digital Remaster),AR1XD261187B9ACF9B,,SOWHYUG12A58A77FAB,262.798,0.495,0.23321,144.603,rock,1.0,4.0,0.0,She Fell Away (2009 Digital Remaster),0
0.139247394,ARMBYRO1187FB57419,Nadine Renee,,0.0,0.319,0.50432,0.0,0.14912,249.41669,0.647,0.408389022,2.0,0.883,37.15735675013362,Not available,-63.933357868519515,-6.693,1,0.728,80578,Oasis of Love,ARBKGAY1187B98DEBE,0.198785349,SOYSTDI12A6D4F6500,238.434,0.662,0.14912,167.92,freestyle,1.0,4.0,0.75,Next Time,0
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,classic pop and rock,1.0,1.0,0.06727,1.0,0.06727,136.48934,0.229,0.606925359,9.0,0.386,40.71455,"New York, NY",-74.00712,-9.091,1,0.632,26902,60's Triple set,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,130.026,0.782,0.06727,129.122,brill building pop,1.0,1.0,0.0,It's My Party,1963
0.322485106,AR6Y22S1187B99906F,Smartbomb,,0.0,0.009,0.64544,1.0,0.19348,233.27302,0.386,0.562463784,0.0,0.53,37.15735675013362,Not available,-63.933357868519515,-2.658,1,0.501,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0.0,SONSPZE12AB01819CE,231.178,0.89,0.19348,132.022,melodic hardcore,0.981267204,4.0,0.782,Complicate It,2001
0.335651839,ARI5P4N1187FB3F44D,Suburbs,,0.0,0.87,0.302,0.87,0.302,187.24526,0.107,0.481004583,1.0,0.842,37.15735675013362,Minnesota,-63.933357868519515,-4.42,1,0.721,435830,Un Titre de Toune,ARWCDXY1187B989346,0.249065795,SOHWGFU12AB017B036,178.625,0.598,0.13943,183.92,british pop,0.939709535,1.0,0.063,Monde De Fou,2005
0.453391186,ARYPWUK1187B98ACED,Emperor,,0.0,0.047,0.73058,0.0,0.73058,72.61995,0.0,0.742963152,9.0,0.0,64.55653,Norway,12.66538,-11.051,0,0.0,495734,Live Inferno,ARLSF8H1187B9A76B0,,SOQQVQJ12AB0185192,68.365,0.202,0.56271,89.867,heavy metal,1.0,4.0,0.476,Opus a Satana (Part 2),0
0.364384925,ARW63KF1187B98AC48,Julien Clerc,french,1.0,0.259,1.21926,0.707,0.19064,272.63955,2.775,0.58547954,2.0,0.633,46.71067,FR,1.71819,-9.97,1,0.605,664484,Vendredi 13 - 1981,ARLZ6BF1187FB3DD6A,,SODRHHD12AB0189F2A,272.64,0.128,0.19064,119.896,chanson,1.0,5.0,0.921,This Melody (Live),0
0.481024239,AR8H87D1187FB3A841,Glen Campbell,classic pop and rock,1.0,0.153,0.09896,1.0,0.09896,142.75873,0.218,0.67159627,1.0,0.62,34.03142,"Delight, AR",-93.50243,-11.335,0,0.814,112851,Unconditional Love,ARGIABO1187FB4B3B5,,SOQGFVO12A8C13C8C3,135.546,0.614,0.09896,137.29,country rock,0.970825545,4.0,0.0,I'm Gone This Time,0
0.343281882,ARLWR721187B9A03C9,T.G. Sheppard,,0.0,0.635,0.52519,0.635,0.52519,194.11546,0.089,0.449323615,5.0,1.0,35.82213,"Humboldt, TN",-88.91599,-15.581,1,0.886,200689,The Very Best Of,ARGIABO1187FB4B3B5,0.382723281,SORABMD12A8C136672,182.729,0.479,0.15887,82.343,country rock,0.998410062,1.0,0.387,You Feel Good All Over,2002
0.386669092,ARF4V431187FB3AA41,Slim Whitman,,0.0,0.52,1.87142,0.431,0.61665,195.91791,0.165,0.51644378,3.0,0.883,27.94653,"Tampa, FL",-82.45927,-11.98,1,0.735,682725,Country Lovers. Vol. 3,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,192.087,0.444,0.20411,91.487,folk-pop,1.0,4.0,0.0,Indian Love Call,1990
0.538070295,ARBGWMW1187B9AEA3E,Savage Garden,australian,3.0,0.083,3.56292,0.489,0.22888,118.33424,0.0,0.728209707,9.0,0.0,37.15735675013362,CA,-63.933357868519515,-11.215,0,0.0,287804,Affirmation,ARQM3CJ1187B9B7AD1,,SOMQAGT12A8C132DB4,118.334,0.105,0.22888,84.69,easy listening,0.896826245,5.0,0.678,You Can Still Be Free,1999
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,stoner rock,3.0,0.002,0.68393,1.0,0.15338,288.41751,0.113,0.798645179,2.0,0.08,37.15735675013362,Not available,-63.933357868519515,-8.165,1,0.665,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,SOKLLOH12A67020F2C,279.179,1.0,0.15338,115.606,stoner metal,0.920686051,4.0,0.0,I Never Came,2005
0.347598889,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,,0.0,0.0,0.14694,0.0,0.14694,123.21914,1.001,0.445854631,7.0,0.278,33.52029,"Birmingham, AL",-86.8115,-12.69,0,0.482,629785,It's War Again,ARZRHS51187FB47767,,SONRLQH12AB017C232,118.079,0.599,0.14694,126.523,western swing,1.0,1.0,0.0,Dixie,0
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,2.0,0.02,0.72006,0.779,0.18905,283.76771,0.0,0.605109702,2.0,0.823,53.4796,"Manchester, England",-2.24881,-8.7,1,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1.0,0.18905,113.677,indie rock,0.99732938,4.0,1.0,Commercial Reign,1990
0.421415103,AR9XEVF1187B99D017,Borialis,,0.0,0.069,1.76995,0.725,0.38749,239.3073,0.182,0.454043995,2.0,0.569,37.15735675013362,Not available,-63.933357868519515,-5.758,1,0.601,4967,What You Thought You Heard,AR7NMRP1187B99879F,0.554654768,SORENXV12A6701F61F,220.264,0.542,0.04274,86.938,rap rock,0.92892821,4.0,0.222,Hourglass,0
0.404182207,ARCFOZ71187FB43A0D,The Dirty Skirts,durban,1.0,0.07,0.55647,1.0,0.13404,206.75873,0.096,0.543516131,0.0,0.613,37.15735675013362,Not available,-63.933357868519515,-4.907,1,0.656,325335,Daddy Don't Disco,ARNB49G1187FB40678,0.304169503,SOYMMDY12AB01825B2,193.115,0.843,0.13404,141.936,indie rock,1.0,4.0,0.634,Wake,0
0.313569343,ARHFEBO11F50C4825A,Flor Silvestre,,0.0,0.613,0.24456,0.613,0.24456,134.81751,0.0,0.42054585,11.0,0.847,37.15735675013362,Not available,-63.933357868519515,-8.133,1,0.646,82932,15 Exitos Vol. 2 Flor Silvestre,ARTHFSQ12454A434C4,,SOJWQIP12A6D4F710A,130.723,0.0,0.24456,106.049,ranchera,1.0,1.0,0.0,Caricia Y Herida,0
0.148985481,AR107SB1187B9A79F9,BA(c)zu,,0.0,0.275,1.1332,0.847,0.66297,285.64853,0.397,0.373850623,8.0,0.508,37.15735675013362,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",-63.933357868519515,-9.093,1,0.343,401583,"Le top du pA""re NAPel",ARRPPEU1187FB54D2B,,SOOVOKS12AB017EE57,274.727,0.647,0.42645,126.88,chanson,1.0,4.0,0.0,Le tortillard,0
0.493566843,ARXWAQQ1187B9AE954,Redman,soul and reggae,1.0,0.058,2.95336,0.579,0.65164,124.18567,0.0,0.743129776,1.0,0.074,37.15735675013362,"Newark, NJ",-63.933357868519515,-10.296,0,0.492,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,121.005,0.0,0.16161,85.008,hip hop,1.0,5.0,1.0,WKYA (drop),2001
0.31781096,ARL6XZC1187FB3936E,Solistiyhtye Suomi,finnish,1.0,0.0,0.14324,0.0,0.14324,134.08608,4.441,0.13818761,4.0,0.718,37.15735675013362,Not available,-63.933357868519515,-12.839,0,0.674,217058,20 Suosikkia / Rilluttele yAP,ARW1WST1187FB384DA,,SOGYYLE12A8C13E5EA,130.38,0.0,0.14324,133.699,german pop,1.0,1.0,0.0,TerA$?slintu,0
0.331090126,ARSDSMG1187B98CB59,Eddie Cantor,,0.0,0.71,0.23005,0.71,0.23005,155.61098,0.154,0.416141023,11.0,0.599,40.71455,"New York, NY",-74.00712,-13.71,1,0.517,489673,The Fabulous Eddie Cantor,ARRL2QH1187B9AC814,,SOITUXQ12AB0183AE9,150.75,1.0,0.23005,118.975,easy listening,1.0,1.0,0.003,Now's The Time To Fall In Love,0
0.349192218,AR3WMW01187B9921F7,Schizoid,,0.0,0.104,0.94655,0.141,0.35387,275.40853,0.0,0.495559652,9.0,0.376,37.15735675013362,Not available,-63.933357868519515,-2.119,1,0.334,475992,Grim Prospects Remixes - Grim Prospects Will Never End,ARP5GN61187FB5B1A3,,SOTWEZZ12A8C142B60,272.556,0.826,0.35387,102.408,breakcore,1.0,4.0,0.395,Grim Prospects (Gross Prospects - Bad Trip Remix),0
0.316354001,AR3C3C01187B98E800,Kai Winding,,0.0,0.043,1.38242,0.761,0.33359,223.4771,0.291,0.430538907,0.0,0.0,56.153,"Aarhus, Denmark",10.20452,-14.438,1,0.138,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0.0,SOUVRGZ12A58A77F90,220.026,0.783,0.33359,112.006,hard bop,0.942971915,4.0,0.844,Mangos,1961
0.317833879,ARDD9UN1187B98D3A7,Sonny Simmons,,0.0,0.99,10.84083,0.0,1.34066,443.24526,0.23,0.428375417,1.0,0.0,31.84666,"Sicily Island, LA",-91.657,-13.002,1,0.051,225610,Staying on the Watch,ARCNR3E1187B9B7030,0.270775999,SOBLTSM12A6D4F9EEA,430.736,0.703,0.33736,45.527,free jazz,0.985270123,4.0,0.0,A Distant Voice,0
